tweet_ID,tweet_text,retweet_count,favorite_count,followers_count,original_tweet_screen_name,retweet_screen_name,original_tweet_created_at,retweet_created_at,retweet_id,original_tweet_id,original_tweet_coordinates,retweet_coordinates,original_tweet_user_id,retweet_user_id,search_string,is_retweet,timestamp,type,source,in_reply_to_status_id,in_reply_to_screen_name,in_reply_to_user_id,quoted_id,quoted_screen_name,quoted_user_id,quoted_created_at,quoted_coordinates,place_name,place_fullname,place_country,place_cc,place_bb,media_url,media_expanded_url,lang,virality
143,"RT @MarketWatch: President Trump’s tariffs could affect 23% of consumer goods, according to one estimate https://t.co/s2u40TkC2p",7,13,3631301,Clarivethxoxo,MarketWatch,2019-05-11 07:54:32,2019-05-11 07:25:41,1.127112523801559e+18,1127119787660914688,,,821931576762179584,624413.0,,True,1557561272,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,7.000003579984144
144,White House Asked McGahn to Declare Trump Never Obstructed Justice https://t.co/Bpfl6fsbAw,0,0,1092,james5007_nt,,2019-05-11 07:54:32,,,1127119787501527040,,,796471157159399424,,,False,1557561272,Tweet,IFTTT,,,,,,,,,,,,,,,,en,0.0
145,"RT @BernieSanders: As the son of an immigrant, I am appalled that Donald Trump laughed about shooting immigrants. The rise of domestic terr…",5189,5892,145084,Crackajacka2,BernieSanders,2019-05-11 07:54:32,2019-05-11 00:40:32,1.127010564201431e+18,1127119786754871296,,,1091819597316136962,216776631.0,,True,1557561272,quote,Twitter for Android,,,,1.1262943334293545e+18,JordanUhl,68752979.0,2019-05-09 01:14:29,,,,,,,,,en,5189.040610956412
146,"RT @politico: Trump called Buttigieg ""Alfred E. Neuman"" after the Mad magazine character. Here's Buttigieg's response: https://t.co/xUzXftAOX6 https://t.co/0KoblQLoHy",297,1000,3812243,AuthenticAmUS,politico,2019-05-11 07:54:32,2019-05-11 04:30:08,1.1270683450634322e+18,1127119786314485761,,,798782417930592256,9300262.0,,True,1557561272,retweet,Twitter Web Client,,,,,,,,,,,,,,,,en,297.00026231276445
147,RT @TomArnold: The picture Michael Cohen talks about is bad for Becki Falwell but worse for Jerry Falwell Jr. Jerry's the one who forced hi…,13,76,1419,grinningbamE,TomArnold,2019-05-11 07:54:32,2019-05-10 15:09:03,1.1268667476785275e+18,1127119785786052608,,,59390482,28395645.0,,True,1557561272,quote,Twitter Web App,,,,1.1268613516435374e+18,penceknew,68387627.0,2019-05-10 14:47:36,,,,,,,,,en,13.053558844256518
148,"RT @globalmartin: El Estatuto de Roma que creó la Corte Penal Internacional (nstrumento jurídico del orden global), debe ser apoyado por to…",4,2,492,elisadelanuez,globalmartin,2019-05-11 07:54:32,2019-05-10 19:07:03,1.126926642071339e+18,1127119785400184832,,,195056231,1186923678.0,,True,1557561272,quote,Twitter for Android,,,,1.1268018710148997e+18,PabloOjeda_,254573053.0,2019-05-10 10:51:15,,,,,,,,,es,4.004065040650406
149,"RT @GOPChairwoman: The @realDonaldTrump re-election campaign has reported more female donors than any other candidate – and it’s not even close!   Trump: 10,329 Harris: 3,850 Bernie: 3,271 https://t.co/Y2Ao7WlsmS",5512,18377,263784,realAnnikaBlah,GOPChairwoman,2019-05-11 07:54:32,2019-05-10 23:50:38,1.126998009542316e+18,1127119785198800896,,,928794415115722753,2353605901.0,,True,1557561272,retweet,Twitter Web App,,,,,,,,,,,,,,,,en,5512.0696668486335
150,"RT @SpillerOfTea: The USA is such a fucking shithole.  I just read that healthcare is the single biggest cause of bankruptcy there, and - guns, bibles, abortion laws and Trump aside - I just can’t get my head around a country that would render someone destitute for the privilege of not dying.",9,29,24790,zidanesboots,SpillerOfTea,2019-05-11 07:54:32,2019-05-11 07:51:03,1.127118910942253e+18,1127119785194676225,,,736659703510470656,9.80052164893651e+17,,True,1557561272,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,9.001169826542961
151,"China, US to hold more trade talks as Trump ratchets up tariff threat https://t.co/bCN0GH4XmF",0,0,1092,james5007_nt,,2019-05-11 07:54:32,,,1127119784938823680,,,796471157159399424,,,False,1557561272,Tweet,IFTTT,,,,,,,,,,,,,,,,en,0.0
152,RT @ILMFOrg: Did You Know:  The United States Has 3.5M More Registered Voters Than Actual Living Adults?  Voter Fraud Is REAL  Raise Your Hand If You Support Trump’s Call To Make Photo ID Required To Vote In Every State 🙋🏻‍♂️ https://t.co/RplajfUTlS,1683,3059,26591,dstdft,ILMFOrg,2019-05-11 07:54:32,2019-05-10 21:11:50,1.1269580442423788e+18,1127119784364134400,,,1117786813,9.481971307826299e+17,,True,1557561272,retweet,Twitter Web Client,,,,,,,,,,,,,,,,en,1683.1150389229438
153,House Democrats issue subpoenas for Trump's tax returns https://t.co/L7iVk3Lizq,0,0,1092,james5007_nt,,2019-05-11 07:54:31,,,1127119783319699457,,,796471157159399424,,,False,1557561271,Tweet,IFTTT,,,,,,,,,,,,,,,,en,0.0
154,RT @OdirileSOuL: I don't know and I don't care because there's no excuse for Trevor to legitimize what Trump believes about the white genoc…,1,1,903,TherealKGMoela,OdirileSOuL,2019-05-11 07:54:31,2019-05-11 06:35:23,1.1270998689992253e+18,1127119783105896448,,,59080792,581967351.0,,True,1557561271,quote,Twitter for Android,,,,1.1270965685685862e+18,SnorbSoLova,525396001.0,2019-05-11 06:22:17,,,,,,,,,en,1.0011074197120708
155,"RT @ZoeTillman: In a lawsuit filed by a former Trump campaign staffer claiming unwanted sexual contact, Trump has moved to strike sections of the complaint that reference allegations he harassed/preyed on other women and things he's said i.e. the Access Hollywood tape  https://t.co/IPg56inWvj https://t.co/ERwhnyNHAt",415,510,99322,JimInClwr,ZoeTillman,2019-05-11 07:54:31,2019-05-10 20:46:21,1.126951633232044e+18,1127119782720020480,,,3195361197,52392666.0,,True,1557561271,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,415.0051348140392
156,RT @charliekirk11: RT if you are sick of elected Republicans fighting harder against Trump than against deep state Democrats who wish to destroy our country,23829,39642,1074317,WeWillPressOn,charliekirk11,2019-05-11 07:54:31,2019-05-09 12:37:49,1.1264662994066104e+18,1127119780958355456,,,3885902654,292929271.0,,True,1557561271,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,23829.036899723265
157,RT @in_pubs: This is why you don’t just give away security clearances.   The #Trump family is one of the greatest threats to our National security. Coming from a Veteran of 2 wars.   https://t.co/VhxiV8vFAP,282,422,42387,11loreli61,in_pubs,2019-05-11 07:54:31,2019-05-11 00:48:18,1.1270125218719048e+18,1127119780568272896,,,787917016204279808,9.967904779020083e+17,,True,1557561271,retweet,Twitter Web App,,,,,,,,,,,,,,,,en,282.0099558826999
158,"RT @GOPChairwoman: The @realDonaldTrump re-election campaign has reported more female donors than any other candidate – and it’s not even close!   Trump: 10,329 Harris: 3,850 Bernie: 3,271 https://t.co/Y2Ao7WlsmS",5512,18377,263784,J10459466,GOPChairwoman,2019-05-11 07:54:30,2019-05-10 23:50:38,1.126998009542316e+18,1127119778030731264,,,1100556978886270976,2353605901.0,,True,1557561270,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,5512.0696668486335
159,@JunkScience @BreitbartNews Except he currently is president. That’s all Trump (and you) have: calling people names.,0,0,35,DamianMcColl,,2019-05-11 07:54:30,,,1127119776742961152,,,1278721795,,,False,1557561270,reply,Twitter for iPhone,1.1270374993380516e+18,JunkScience,21150492.0,,,,,,,,,,,,,en,0.0
160,@tumisole because it's not Julius who is talking himself on the video???????? he is not donald trump..he is worse,0,0,1116,blacghel,,2019-05-11 07:54:29,,,1127119773970632704,,,1565729670,,,False,1557561269,reply,Twitter Web App,1.1270743260947128e+18,tumisole,171977969.0,,,,,,,,,,,,,en,0.0
161,RT @krassenstein: Yesterday Reps. Al Green and Rashida Tlaib delivered to Congress a petition of 10 Million American signatures calling on Congress to IMPEACH President Trump.  Please RETWEET to @SpeakerPelosi if you are with these 10 Million Americans on this issue!,1716,2447,693418,Mattimeo7,krassenstein,2019-05-11 07:54:29,2019-05-11 02:45:00,1.1270418886226534e+18,1127119773236629505,,,2756801904,133938408.0,,True,1557561269,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,1716.0035288959905
162,"RT @GovMikeHuckabee: If Sen Burr didn't get enough flesh out of @DonaldJTrumpJr in the 1st 29 hrs of hammering, then hold him back a grade or send him home.  Read the report, Senator-Mueller and his crew found NADA.  To quote Elsa, ""Let it GO!""  https://t.co/l8aVlXUrk8",3372,10207,1292157,DrealanSandra,GovMikeHuckabee,2019-05-11 07:54:29,2019-05-10 14:40:54,1.1268596627611238e+18,1127119771953029120,,,752617462110183424,15416505.0,,True,1557561269,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,3372.007899194912
163,"RT @AP: BREAKING: House panel chairman issues subpoenas to Treasury, IRS demanding Trump's tax returns by next Friday.",3107,9970,13308479,Arvids_LV,AP,2019-05-11 07:54:28,2019-05-10 20:37:25,1.1269493860413317e+18,1127119770875236352,,,131241338,51241574.0,,True,1557561268,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,3107.0007491464653
164,"RT @politico: Trump called Buttigieg ""Alfred E. Neuman"" after the Mad magazine character. Here's Buttigieg's response: https://t.co/xUzXftAOX6 https://t.co/0KoblQLoHy",297,1001,3812243,SalatielloR,politico,2019-05-11 07:54:28,2019-05-11 04:30:08,1.1270683450634322e+18,1127119770657148928,,,492783812,9300262.0,,True,1557561268,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,297.0002625750772
165,"RT @realTylerZed: Trump in '97: ""I was Billions in debt, wasn't good but I came back."" *Writes book about it called Art of the Comeback*  NYT Yesterday: ""BREAKING! WE, HAVE. TAX DOCUMENTS. Trump was BILLIONS in debt in the 90's! We got him!""  These fools are desperate, it's pathetic at this point.",5415,13327,185596,kizzymona,realTylerZed,2019-05-11 07:54:28,2019-05-08 12:45:15,1.1261057834758758e+18,1127119769835122688,,,1040634271311048705,2937613910.0,,True,1557561268,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,5415.07180650445
166,@JimmiDoodle @nobby15 Some thing Donald trump fears.,0,0,14,masterofall23,,2019-05-11 07:54:28,,,1127119769335808000,,,1582593024,,,False,1557561268,reply,Twitter for iPad,1.1270814159908905e+18,JimmiDoodle,9.119109381937029e+17,,,,,,,,,,,,,en,0.0
167,"RT @11thHour: BREAKING: After Rudy Giuliani said he was going Ukraine to push that country's new president to move forward with investigations that could be useful to Trump, Giuliani now says he won't go.  Learn more: https://t.co/k5E63Q0gSx https://t.co/U6UrKWlsUB",194,310,63641,YesWeCan4Us,11thHour,2019-05-11 07:54:27,2019-05-11 03:39:05,1.1270554983045284e+18,1127119766517428225,,,821681572202029058,7.713885931304837e+17,,True,1557561267,retweet,Twitter Web Client,,,,,,,,,,,,,,,,en,194.0048710736789
168,RT @Jason_Chi7: IRS Evasive On Recusal Of Top Lawyer Who Worked With President Donald Trump | Rachel Maddow | MSNBC https://t.co/iD27bXXZUH via @YouTube,1,0,218,eigensinn83,Jason_Chi7,2019-05-11 07:54:27,2019-05-10 06:42:45,1.1267393349445714e+18,1127119766408376320,,,44315494,2971246830.0,,True,1557561267,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,1.0
169,RT @billmaher: Trump sold himself to this country as a business genius. Turns out he's a reverse billionaire. Elizabeth Warren should start calling him #Brokeahontas. https://t.co/sCRNx8rkMZ,410,1509,11023939,cre8tvdeb,billmaher,2019-05-11 07:54:27,2019-05-11 06:33:21,1.1270993540476314e+18,1127119765959405568,,,619303188,19697415.0,,True,1557561267,retweet,Twitter Web Client,,,,,,,,,,,,,,,,en,410.0001368839214
170,@green917 @AjDavis_19 @SethAbramson @lilkellbell The value proposition was related to Trump Jr’s mtg &amp; foreign assistance. That has nothing to do with the Daniels payment. I provided a link where an FEC Chair said it the Daniels payment was not a FEC violation. Talk about not keeping up.,0,0,1938,purplehead5,,2019-05-11 07:54:27,,,1127119764390907905,,,784891595560583168,,,False,1557561267,reply,Twitter for iPhone,1.1270715450531226e+18,green917,90560845.0,,,,,,,,,,,,,en,0.0
171,Barack is even better than Donald Trump!!!,0,0,11,SkittleCostanza,,2019-05-11 07:54:26,,,1127119760242741249,,,784128214872551424,,,False,1557561266,Tweet,"Cheap Bots, Done Quick!",,,,,,,,,,,,,,,,en,0.0
172,"RT @WordswithSteph: London Mayor Sadiq Khan says Trump is “not in the same class” as Obama and Bush, and therefore undeserving of an official state visit to Great Britain.  Unworthy of a red carpet. Unworthy of a state banquet. Unworthy of pomp and circumstance.  Unworthy. https://t.co/O5HDQrL4kh",258,534,15523,jasonkgreenlee,WordswithSteph,2019-05-11 07:54:26,2019-05-10 21:45:25,1.1269664954211164e+18,1127119759307415552,,,890731222216962049,339351467.0,,True,1557561266,retweet,Twitter Web Client,,,,,,,,,,,,,,,,en,258.03440056690073
173,"RT @TulsiGabbard: The main responsibility of the president is to keep Americans safe. Trump has failed—undermining our national security by tearing up the Iran nuclear deal, threatening military action, bringing us closer to war with Iran that will be far worse than war in Iraq.",712,2317,348753,SusanAn85265249,TulsiGabbard,2019-05-11 07:54:25,2019-05-10 23:24:08,1.1269913406073528e+18,1127119757977767936,,,1109979552653156358,26637348.0,,True,1557561265,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,712.0066436704487
174,RT @dwaynecobb: Holtzman: Trump engaging in 'biggest cover-up of all' @CNNPolitics https://t.co/rwQ6OzvK4H,3,4,30804,wil91116385,dwaynecobb,2019-05-11 07:54:25,2019-05-11 07:18:00,1.1271105933564682e+18,1127119757755527168,,,779330958663290880,27124758.0,,True,1557561265,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,3.00012985326581
175,"RT @mmpadellan: All I want is 2 things:  1. An intelligent, BORING President who doesn't waste time with dumb schoolyard insults for adults like Sleepy, Crazy, or Alfred E. Neuman.  2. Reporters to ask questions about anything but the dumb nicknames.  3. trump in prison.  OK, 3 things.😏",1259,5852,242679,moothepuk,mmpadellan,2019-05-11 07:54:25,2019-05-11 01:20:32,1.1270206339704136e+18,1127119756446896130,,,827199623332786176,1640929196.0,,True,1557561265,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,1259.0241141590332
176,"RT @ericswalwell: If there's anything consistent about Donald Trump, it's that he consistently lies, cheats, and steals. https://t.co/osInZdWaBk",644,1918,82959,JennnnChura,ericswalwell,2019-05-11 07:54:25,2019-05-11 00:13:10,1.1270036781776773e+18,1127119755620564992,,,11640542,377609596.0,,True,1557561265,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,644.0231198543859
177,"RT @kylegriffin1: Ahead of Trump's state visit to Britain, London Mayor Sadiq Khan says he believes Trump is not ""in the same class"" as his predecessors and is not worthy of the honor. https://t.co/Rsg6BBKy0O",2701,8771,573760,stiller00,kylegriffin1,2019-05-11 07:54:25,2019-05-10 19:40:54,1.1269351621498348e+18,1127119755331231744,,,3244668748,32871086.0,,True,1557561265,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,2701.0152868795317
178,@TIME First you endure Trump. Then take classes for India.,0,0,21,Sudhirr48,,2019-05-11 07:54:25,,,1127119755117076486,,,4741294808,,,False,1557561265,reply,Twitter for Android,1.1267739302350889e+18,TIME,14293310.0,,,,,,,,,,,,,en,0.0
179,Trump Unveils New Nickname For Biden -- And It's Killer https://t.co/f8NkWoyBui via @gatewaypundit,0,0,525,ChrisOsborn1971,,2019-05-11 07:54:24,,,1127119753867227136,,,553297082,,,False,1557561264,Tweet,Twitter Web Client,,,,,,,,,,,,,,,,en,0.0
180,"RT @AOC: About an hour ago, I was walking out of my office for the day.  There was a man what I believe was his teenage son hanging a small sign they made outside my office (we let people leave well wishes on our wall).  Astonishingly, his sign read: “Trump supporters for Ocasio-Cortez.” https://t.co/IjVKbvetEI",6440,43867,4124431,RobertMeller,AOC,2019-05-11 07:54:24,2019-05-10 23:00:47,1.1269854622609367e+18,1127119750721617920,,,449140636,138203134.0,,True,1557561264,retweet,Twitter Web App,,,,,,,,,,,,,,,,en,6440.010635891351
181,RT @abdurakhimp: 中国经济尽管形势严峻，但自2019年来展现出十足的韧性，第一季度GDP增长率达到了6.4%，仍属于快速经济增长体。目前网络上的很多不负责任的学者、记者借助贸易战这一热点，发表不负责任的言论来博取眼球，居心叵测！希望大家理性客观看待中美贸易战这个热点，切勿人云亦云！https://t.co/FSiyw7ic1n,172,214,8234,woodcock82515,abdurakhimp,2019-05-11 07:54:23,2019-05-11 03:20:30,1.1270508241719747e+18,1127119750021050368,,,1118700139630219266,315686905.0,,True,1557561263,retweet,Twitter Web Client,,,,,,,,,,,,,,,,zh,172.0259897983969
182,"RT @atrupar: Barely 6 months after he credited Trump's tax cuts for creating a new economic boom, My Pillow boss Mike Lindell is laying off 150 employees https://t.co/vjQWZ6tyFA",7716,15584,100993,LisaRexrode8,atrupar,2019-05-11 07:54:23,2019-05-10 12:33:51,1.1268276912635249e+18,1127119749538775040,,,1096003144436334592,288277167.0,,True,1557561263,retweet,Twitter for iPad,,,,,,,,,,,,,,,,en,7716.154307724298
183,RT @rgoodlaw: Former FBI General Counsel—Jim Baker—confirms Andy McCabe’s account of opening counterintelligence investigation on Pres. Tru…,292,876,56841,Rebekah_Penny,rgoodlaw,2019-05-11 07:54:23,2019-05-10 15:31:47,1.1268724681053757e+18,1127119749077454848,,,4903574358,1171109054.0,,True,1557561263,quote,Twitter for Android,,,,1.1268642048692716e+18,charlie_savage,16172747.0,2019-05-10 14:58:57,,,,,,,,,en,292.0154114107774
184,"RT @jet3104: 【譲渡】 TRUMP COCOON 月の翳り 星ひとつ  東京公演  譲） 5/21(火) 19:00 月 1階 15-17列 サブセン 1枚  求）定価(＋送料 )  5/11,12,18,19同公演時でのお手渡し可。 検索からでもお気軽にお声掛けください。",5,0,45,reason14sky,jet3104,2019-05-11 07:54:23,2019-05-10 03:15:40,1.1266872193459077e+18,1127119748150337537,,,934613197612400640,1721664361.0,,True,1557561263,retweet,Twitter for Android,,,,,,,,,,,,,,,,ja,5.0
185,General David Petraeus (Ret) On Foreign Policy Under The Trump Administration https://t.co/9nIteUzq4D,0,0,1063,PetroMLogistics,,2019-05-11 07:54:23,,,1127119747609505798,,,1098584274276634625,,,False,1557561263,Tweet,IFTTT,,,,,,,,,,,,,,,,en,0.0
186,"RT @anneapplebaum: This story is yet more proof that support for Trump is cultural, not economic: Farmers whose livelihoods are directly threatened by his erratic trade negotiations still support him. Poverty looms, but they'll vote for him again  https://t.co/qIu4iHurNK",7,12,217252,chalemedia,anneapplebaum,2019-05-11 07:54:23,2019-05-11 07:52:29,1.1271192697901957e+18,1127119747580084224,,,1238607631,297100174.0,,True,1557561263,retweet,Twitter for iPad,,,,,,,,,,,,,,,,en,7.000055235394841
187,"@fluffhead67 @SageRosenfels18 Lol... you’re gonna get Trump again if you think this is why you got Trump in ‘16.  Just keep in mind I voted for Bill Clinton twice, John Kerry, and Obama in 2008.",0,0,56,JeremyTotzke,,2019-05-11 07:54:23,,,1127119747127152640,,,2861863819,,,False,1557561263,reply,Twitter for iPhone,1.1270931673235866e+18,fluffhead67,253374465.0,,,,,,,,,,,,,en,0.0
188,"RT @mikercarpenter: If anyone needs to be investigated, it’s Rudy Giuliani. Rudy was “a lobbyist for Kharkiv and Ukraine” but failed to register under FARA. His clients, Pavel Fuks and Gennadiy Kernes, have reported ties to organized crime. How is he different than Manafort? https://t.co/O0ZdUkmoex",4543,9433,19995,JayBwindsor2,mikercarpenter,2019-05-11 07:54:23,2019-05-10 16:37:56,1.1268891154110751e+18,1127119746439233537,,,791645304974086144,8.22995966504616e+17,,True,1557561263,retweet,Twitter Web App,,,,,,,,,,,,,,,,en,4543.4717679419855
189,Trump Dün Yine İHVÂN'I TERÖRİST (siyonist DÜŞMANI) olarak İLÂN ETDİ...,0,1,283,SayidAbdalFakir,,2019-05-11 07:54:22,,,1127119744568582144,,,1117452362019475456,,,False,1557561262,Tweet,Twitter for Android,,,,,,,,,,,,,,,,tr,0.0035335689045936395
190,RT @TomArnold: The picture Michael Cohen talks about is bad for Becki Falwell but worse for Jerry Falwell Jr. Jerry's the one who forced hi…,13,76,1419,KarCranky,TomArnold,2019-05-11 07:54:21,2019-05-10 15:09:03,1.1268667476785275e+18,1127119739237687296,,,864198358197469184,28395645.0,,True,1557561261,quote,Twitter for iPhone,,,,1.1268613516435374e+18,penceknew,68387627.0,2019-05-10 14:47:36,,,,,,,,,en,13.053558844256518
191,"RT @NicolasMaduro: El gobierno supremacista, racista y anti-bolivariano de Trump, pretende faltarle el respeto al honor y la dignidad de nuestra #FANB. No saben que en nuestros dignos oficiales, vive el espíritu revolucionario de Bolívar y la fuerza indómita de Guaicaipuro y el Comandante Chávez. https://t.co/Fvha1PMn2T",2655,2425,3629329,nerinrios,NicolasMaduro,2019-05-11 07:54:21,2019-05-09 14:01:18,1.1264873095563592e+18,1127119738616852480,,,320093636,1252764865.0,,True,1557561261,retweet,Twitter for Android,,,,,,,,,,,,,,,,es,2655.000668167587
192,RT @valeriasantosb: Periodistas colombianos  defendiendo a Estados Unidos por quitarle visas a magistrados para presionar a nuestra justicia. Ya quiero ver a estos periodistas llorando si el día de mañana Estados Unidos les quita la visa porque escribieron algo que a Trump no le gustó.,1061,3500,65247,RosaAngelinaUr1,valeriasantosb,2019-05-11 07:54:21,2019-05-10 13:40:09,1.1268443757811098e+18,1127119738591641602,,,911066232778084352,172822388.0,,True,1557561261,retweet,Twitter for Android,,,,,,,,,,,,,,,,es,1061.0536423130566
193,What media won't tell you about Trump and China https://t.co/w4t1fues19,0,0,1367,Donnathailand,,2019-05-11 07:54:20,,,1127119736309870593,,,375761676,,,False,1557561260,Tweet,Twitter Web App,,,,,,,,,,,,,,,,en,0.0
194,RT @DonaldJTrumpJr: Did senators forget that Trump Jr. answered the questions already? https://t.co/R3c3vBajkW,5242,16888,3542270,Scottsmith343,DonaldJTrumpJr,2019-05-11 07:54:19,2019-05-10 16:24:50,1.1268858190489641e+18,1127119732015009793,,,591471379,39344374.0,,True,1557561259,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,5242.004767564302
195,RT @TheRightMelissa: This is how dishonest the media is. NYTimes ran a story on Trump’s  taxes showing billion$ losses 35 Yrs ago.  They reported it like it was a BIG breaking bombshell when in reality this was a widely reported old story that Trump even discussed on his Apprentice show. Media=fraud https://t.co/L8ZN6FsaLZ,1199,2713,177284,Geckos420,TheRightMelissa,2019-05-11 07:54:19,2019-05-10 22:54:09,1.1269837927223665e+18,1127119731402522629,,,592176452,7.623897950372946e+17,,True,1557561259,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,1199.015303129442
196,Trump administration wants to sell oil drilling leases in East Bay https://t.co/e8gc2GYCWo,0,0,1063,PetroMLogistics,,2019-05-11 07:54:19,,,1127119731117449216,,,1098584274276634625,,,False,1557561259,Tweet,IFTTT,,,,,,,,,,,,,,,,en,0.0
197,"RT @TheDailyShow: “Julius Malema talks about genocide like he’s remodeling his kitchen.”  If you think Trump is bad, meet South Africa’s anti-establishment politician. Full piece: https://t.co/vGpwtWoaZb https://t.co/A8SRsRSLAR",4548,8608,7894654,reggiekyere,TheDailyShow,2019-05-11 07:54:19,2019-05-10 14:30:18,1.1268569977674588e+18,1127119729724932096,,,289445328,158414847.0,,True,1557561259,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,4548.001090358108
198,RT @IndyUSA: Trump ‘declared himself winner of golf tournament after cheating against 10-year-old boy’ https://t.co/nlSe0WdFnH,6,5,36307,ChimMan123,IndyUSA,2019-05-11 07:54:18,2019-05-10 22:59:30,1.1269851394252841e+18,1127119728219172864,,,3347766850,2976653309.0,,True,1557561258,retweet,Twitter Web App,,,,,,,,,,,,,,,,en,6.000137714490319
199,@WilliamHill #WHFreeBet Judd Trump,0,0,279,levi_stubbs,,2019-05-11 07:54:18,,,1127119725815844864,,,1327657362,,,False,1557561258,reply,Twitter for Android,1.126804073737384e+18,WilliamHill,16667278.0,,,,,,,,,,,,,en,0.0
200,RT @tribelaw: Another reason that waiting for the 2020 election to remove Trump is no substitute for removing him through impeachment is th…,698,776,573760,Tshetaar2017,tribelaw,2019-05-11 07:54:18,2019-05-11 01:15:36,1.1270193901746258e+18,1127119725547249665,,,820865392889298944,4091551984.0,,True,1557561258,quote,Twitter for iPhone,,,,1.1270142823554621e+18,kylegriffin1,32871086.0,2019-05-11 00:55:18,,,,,,,,,en,698.0013524818739
201,Trump Administration Wants You to Buy Local https://t.co/7BAWSmGYkq,0,0,1063,PetroMLogistics,,2019-05-11 07:54:18,,,1127119725283217409,,,1098584274276634625,,,False,1557561258,Tweet,IFTTT,,,,,,,,,,,,,,,,en,0.0
202,RT @drawandstrike: I'll keep repeating this until it sinks it:   It's not JUST the corrupt partisans in our Gov't leaking to DNC Media allies that are putting out fake news/disinformation.   TRUMP AND HIS OWN TEAM are putting out METRIC TONS OF DISINFORMATION THEMSELVES.,105,346,128328,TriciaW70217688,drawandstrike,2019-05-11 07:54:17,2019-05-11 01:34:18,1.1270240973833871e+18,1127119724054228993,,,989272914032840705,39076082.0,,True,1557561257,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,105.00269621594664
203,"RT @WalshFreedom: So the guy who's been married 3 times, is a serial adulterer, had sex with a porn star 4 months after his wife gave birth, talked publicly about how hot his daughter is, &amp; bragged about grabbing women by their vaginas, is calling Joe Biden creepy?  Really? https://t.co/lBzuaGgwFr",7066,25970,163644,TlumachsKaren,WalshFreedom,2019-05-11 07:54:17,2019-05-10 15:51:26,1.1268774154883277e+18,1127119722909028352,,,2483139368,236487888.0,,True,1557561257,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,7066.158698149642
204,@POTUS You're right everyone is fading fast including you Mr. President. Time to return to Trump tower and leave governing to people who actually care about the American People and American Interest abroad. https://t.co/TKXMOOZOXh,17655,81041,60167853,BromineAddict,,2019-05-11 07:54:17,,,1127119722904997888,,,2849913889,,,False,1557561257,quote,Twitter for Android,,,,1.1268394503303823e+18,realDonaldTrump,25073877.0,2019-05-10 13:20:35,,,,,,,,,en,17655.00134691527
205,Efectos de la tensión entre EE.UU. y China https://t.co/iJilF7Ga01,0,0,28070,TuitDato,,2019-05-11 07:54:17,,,1127119722368176128,,,2254246614,,,False,1557561257,Tweet,IFTTT,,,,,,,,,,,,,,,,es,0.0
206,"RT @Brasilmagic: “I have a plan...you take Texas, Mississippi, Alabama, Georgia, and South Carolina and let them be independent.  Trump can be their King.  They can marry their sisters legally.  They can make abortion illegal and make beastiality legal.  We will give them aid and they can apply",50,194,95179,KeithPengilly,Brasilmagic,2019-05-11 07:54:17,2019-05-11 00:31:01,1.1270081721059615e+18,1127119721541902336,,,3176991186,21833728.0,,True,1557561257,retweet,Twitter for iPhone,,,,,,,,,,,,,,,,en,50.00203826474327
207,RT @GOP: President Trump should be applauded for taking long overdue action and standing up to China’s unfair trade practices and defending America’s intellectual property.   RT if you agree!,4820,9632,1890772,missy_12080,GOP,2019-05-11 07:54:16,2019-05-10 12:53:34,1.1268326518376284e+18,1127119719805456384,,,548103696,11134252.0,,True,1557561256,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,4820.005094215485
208,"RT @kylegriffin1: NBC First Read on the Giuliani Ukraine report: ""How isn't this the biggest political story in America right now — Team Trump wants the help from another foreign government to dig up dirt on an opponent?"" https://t.co/sIXT4BZHN5",8554,14505,573760,GantMichael,kylegriffin1,2019-05-11 07:54:16,2019-05-10 14:45:06,1.1268607194782515e+18,1127119718828183552,,,603988963,32871086.0,,True,1557561256,retweet,Twitter for Android,,,,,,,,,,,,,,,,en,8554.02528060513
